0 1 2 3 4 5 6 7 8 9 10 11
LAT SVIP PTRH2 ALG2 DEF8 MDM4 TMEM43 FANCE MAB21L1 FOPNL IDH2 ADCY9
RBBP6 ANO5 CA4 NR4A3 TCF25 LEMD1 SH3BP5 LHFPL5 SLC25A15 TMC7 RP11-697E2.6 SLX4
CTD-3203P2.2 METTL15 RP11-15E18.4 MSANTD3 DEF8 CHIT1 LSM3 PXT1 PDS5B RP11-467M13.1 ST8SIA2 GRIN2A
SLC5A11 MUC15 RPS6KB1 FOXE1 AC133919.6 PLEKHA6 NR2C2 MTCH1 SUGT1P3 RP11-719K4.1 POLG NUDT16L1
AQP8 TCP11L1 DDX5 TGFBR1 CENPBD1 KISS1 BRK1 FGD2 N4BP2L1 ERCC4 ZNF710 UBN1
ZKSCAN2 GAS2 HEATR6 ZNF189 SPIRE2 RBBP5 NR2C2 TMEM217 KL C16orf88 BLM CORO7-PAM16
CHP2 IMMP1L CTD-2535L24.2 DKFZP434H0512 AC133919.6 SYT2 WNT7A KCTD20 DCLK1 IQCK C15orf32 FAM86A
EIF3C LIN7C SKA2 ALG2 FANCA ELK4 SLC6A6 KIF6 SPG20 UMOD FURIN GLIS2
NPIPL1 BDNF APOH STX17 MC1R TMEM183A SLC6A1 LHFPL5 RP11-298P3.4 ARL6IP1 GDPGP1 GRIN2A
CD19 BBOX1 TRIM37 HIATL2 DEF8 SYT2 TIMP4 BRPF3 BRCA2 PLA2G10 FES FAM86A
NPIPL1 DNAJC24 TUBD1 CTSL2 SPIRE2 PPFIA4 BRK1 TEAD3 EXOSC8 NDE1 GABARAPL3 SEC14L5
ATXN2L NAT10 USP32 BAAT RP11-356C4.2 RP11-480I12.4 FBLN2 COX6A1P2 CCNA1 C16orf62 GABARAPL3 NMRAL1
NPIPL1 CSTF3 CA4 GALNT12 FANCA LEMD1 NUP210 PIM1 NHLRC3 GDE1 ZNF774 FAM100A
HS3ST4 IMMP1L SMURF2 HABP4 DBNDD1 NFASC FBLN2 PPARD MRPS31 RRN3 ZNF774 SLX4
APOBR KIF18A INTS2 C9orf174 FANCA TMCC2 TIMP4 ETV7 CCDC169 NTAN1 FES TEKT5
TNRC6A MPPED2 APOH TGFBR1 AC133919.6 PLEKHA6 MRPS25 PNPLA1 FAM216B TMC7 RGMA C16orf89
NPIPL1 ELF5 TBX4 ZNF782 C16orf3 ADORA1 SLC6A1 FGD2 WBP4 RPS15A FANCI UBN1
ATXN2L MPPED2 CACNG1 MSANTD3-TMEFF1 AC133919.6 TMCC2 FANCD2OS SAYSD1 MTRF1 RRN3 UNC45A RP11-127I20.4
SPNS1 EIF3M LIMD2 FAM22G AC133919.6 NUAK2 ZFYVE20 MTCH1 TNFSF11 NOMO2 RGMA NLRC3
PALB2 CD59 RAD51C GALNT12 AC133919.6 PLEKHA6 ATG7 DNAH8 NBEA SMG1 AP3S2 VASN
CTB-134H23.2 KIAA1549L TLK2 ANP32B TCF25 CYB5R1 CHCHD4 GLO1 SPG20 GPR139 MAN2A2 NUDT16L1
BOLA2 ELP4 CCDC47 TDRD7 RP11-356C4.2 TMEM81 SLC6A1 FANCE STOML3 PDILT GDPGP1 NLRC3
SULT1A2 CAT C17orf64 MURC TCF25 KLHDC8A RPL32 FTSJD2 BRCA2 ERCC4 AC112693.2 GLYR1
CD19 LGR4 C17orf72 NR4A3 MC1R BTG2 FANCD2OS RPL10A SPG20 RP11-719K4.1 NR2F2 C16orf89
SULT1A1 FBXO3 LRRC37A3 C9orf156 TCF25 PRELP IRAK2 KIF6 FOXO1 MKL2 MCTP2 CARHSP1
NUPR1 BBOX1 CYB561 FOXE1 MC1R PLEKHA6 BRK1 RNF8 SERTM1 PLA2G10 IDH2 CREBBP
IL4R MPPED2 PPM1E BAAT C16orf3 LGR6 MKRN2 PNPLA1 EXOSC8 UMOD IQGAP1 SEPT12
SBK1 KIAA1549L GH1 ANKS6 SPIRE2 ZBED6 XPC FANCE N4BP2L2 PARN ZNF774 C16orf96
IL21R SVIP STRADA GALNT12 AC133919.6 RABIF CAND2 MTCH1 SMAD9 NOMO1 MESP2 RP11-297M9.1
PALB2 DEPDC7 RP11-15E18.4 HSD17B3 PRDM7 REN IQSEC1 PNPLA1 SLC25A15 BFAR RGMA ABAT
NSMCE1 TCP11L1 PPM1D DKFZP434H0512 DEF8 OPTC HACL1 MAPK14 SOHLH2 ARL6IP1 ZNF774 TMEM186
ATP2A1 MUC15 CSHL1 PTCH1 AC133919.6 KISS1 IRAK2 KCNK16 BRCA2 SHISA9 RP11-82I10.1 ZNF500
HS3ST4 ANO3 CEP95 NCBP1 GAS8 REN GHRL PNPLA1 NBEA RP11-467M13.1 BLM ABAT
DCTN5 BDNF METTL2A TGFBR1 TCF25 LAX1 VGLL4 KCNK17 FREM2 RRN3 IQGAP1 GLYR1
SULT1A1 DCDC5 SKA2 GALNT12 FANCA SOX13 SEC13 KCNK5 VWA8 CCP110 AP3S2 GLIS2
ZKSCAN2 SLC5A12 TUBD1 GABBR2 GAS8 CDK18 ZFYVE20 TULP1 MTRF1 C16orf62 FAM174B VASN
GSG1L FANCF LRRC37A3 MSANTD3-TMEFF1 AC133919.6 ZC3H11A TAMM41 KIF6 STARD13 ABCC6 SV2B VASN
PALB2 DCDC5 CSHL1 TBC1D2 DEF8 LRRN2 SEC13 RAB44 MAB21L1 MYH11 AC112693.2 SEPT12
SNX29P2 SVIP SMURF2 GABBR2 TCF25 ADORA1 LSM3 DNAH8 WBP4 NTAN1 TICRR CORO7
CTD-3203P2.2 C11orf91 ERN1 MSANTD3-TMEFF1 FANCA PPFIA4 FANCD2 BRPF3 RFXAP NOMO2 ST8SIA2 CDIP1
RABEP2 METTL15 SMURF2 HEMGN DEF8 TMCC2 IRAK2 ARMC12 ALG5 ABCC6 UNC45A NAGPA
SLC5A11 LIN7C RPS6KB1 ERCC6L2 RP11-356C4.2 CHIT1 CHCHD4 MTCH1 SOHLH2 NOMO2 AC016251.1 CREBBP
TUFM FANCF TBX4 ANKS6 MC1R KDM5B ATP2B2 CPNE5 MRPS31 UMOD CHD2 RP11-127I20.4
XPO6 MPPED2 KCNH6 GALNT12 AC133919.6 KDM5B ATG7 RPL10A NBEA ABCC6 ZNF710 CDIP1
PRKCB GAS2 APOH TDRD7 FANCA UBE2T HACL1 MAPK14 PDS5B RP11-1212A22.2 WDR93 NLRC3
GSG1L PAX6 CSHL1 ZNF510 FANCA RP11-480I12.4 IQSEC1 DAAM2 SUGT1P3 NTAN1 CHD2 USP7
SH2B1 AC132216.1 POLG2 DKFZP434H0512 C16orf3 LGR6 AC034193.1 SRPK1 ALG5 SMG1 KIF7 DNASE1
ATXN2L TCP11L1 BRIP1 CORO2A MC1R RABIF TPRXL CDKN1A FAM216B RP11-719K4.1 SLCO3A1 VASN
CTD-3203P2.2 SLC17A6 CSHL1 KRT8P11 DEF8 PIK3C2B RPL32 CPNE5 SPG20OS SYT17 C15orf38 TRAP1
CD19 ARL14EP VMP1 HSD17B3 C16orf3 ELK4 SEC13 FANCE MAB21L1 PARN MAN2A2 SLX4
PALB2 SLC17A6 PSMC5 FAM22G FANCA DSTYK IQSEC1 DNAH8 NHLRC3 ABCC6 FES AC012676.1
SBK1 RP11-17A1.2 CSH2 XPA C16orf3 CHIT1 FGD5 RAB44 CCDC169-SOHLH2 UMOD ARRDC4 USP7
SBK1 C11orf91 CACNG5 C9orf174 SPIRE2 MYBPH ZFYVE20 RNF8 ELF1 XYLT1 TTLL13 PMM2
CHP2 ABTB2 USP32 BAAT CENPBD1 MDM4 WNT7A KIF6 SUGT1P3 NOMO2 VPS33B RP11-127I20.4
TUFM KIF18A CCDC47 STX17 DBNDD1 ZBED6 GHRL MDGA1 VWA8 GP2 RCCD1 DNASE1
PALB2 PRRG4 EFCAB3 TGFBR1 DEF8 NUAK2 ATP2B2 ETV7 N4BP2L1 NTAN1 SEMA4B ALG1
CCDC101 ELP4 FTSJ3 TSTD2 SPIRE2 DSTYK TMEM43 SRPK1 DCLK1 COQ7 IDH2 NLRC3
CCDC101 HIPK3 RNFT1 ZNF510 FANCA CHIT1 MKRN2 C6orf89 SUGT1P3 MYH11 RHCG RP11-297M9.1
ERN2 PRRG4 TACO1 GALNT12 FANCA TMCC2 SYN2 ARMC12 PDS5B KIAA0430 CRTC3 C16orf72
GTF3C1 ANO5 RP11-51F16.8 NR4A3 PRDM7 PRELP TPRXL PI16 RP11-298P3.4 GDE1 PRC1 ADCY9
ATP2A1 CCDC73 RP11-178C3.1 ERCC6L2 SPIRE2 LGR6 SYN2 DAAM2 VWA8 NOMO3 PRC1 HMOX2
NUPR1 TCP11L1 SMARCD2 XPA TCF25 FMOD HACL1 ETV7 N4BP2L2 GPR139 FANCI HMOX2
PLK1 CAPRIN1 POLG2 BAAT MC1R LGR6 SLC6A1 GLP1R FOXO1 MKL2 IDH2 GLYR1
NFATC2IP METTL15 CSH1 MRPL50 DEF8 REN XPC PIM1 KBTBD7 RP11-719K4.2 C15orf38 FAM86A
BOLA2 AC103801.2 RP11-178C3.1 ALG2 DEF8 MYBPH SLC6A6 SLC26A8 DCLK1 AC092291.2 RCCD1 ANKS3
SULT1A1 LIN7C PTRH2 NR4A3 MC1R DSTYK FGD5 PIM1 ELF1 MYH11 IQGAP1 FAM100A
TNRC6A C11orf91 PPM1E AAED1 AC133919.6 KISS1 COLQ MDGA1 ELF1 RP11-467M13.1 GDPGP1 DNASE1
NFATC2IP ANO3 DDX42 TBC1D2 DEF8 LRRN2 IQSEC1 GLP1R CCDC169-SOHLH2 ABCC1 UNC45A PAM16
ERN2 CD59 APOH FAM22G CENPBD1 UBE2T IRAK2 CDKN1A KL RRN3 POLG DNAJA3
BOLA2 CAPRIN1 TRIM37 GABBR2 FANCA LGR6 BTD COX6A1P2 POSTN ABCC6 MESP2 PMM2
GTF3C1 ARL14EP TACO1 ZNF189 DEF8 PRELP CHCHD4 KCNK16 RFC3 ABCC1 SLCO3A1 TFAP4
GTF3C1 ANO5 PSMC5 C9orf156 FANCA DSTYK VGLL4 KIF6 KBTBD7 MKL2 CIB1 RP11-297M9.1
LAT HIPK3 C17orf64 ALG2 PRDM7 PPP1R12B TPRXL GLP1R CCDC169 MKL2 HDDC3 SEPT12
RABEP2 EHF SMARCD2 CTSL2 DEF8 PPP1R15B METTL6 SLC26A8 WBP4 NTAN1 ST8SIA2 ROGDI
KIAA0556 TCP11L1 C17orf82 GABBR2 FANCA ELK4 FBLN2 SLC26A8 SLC25A15 GPRC5B NGRN NLRC3
SULT1A1 WT1 CACNG5 NANS FANCA MDM4 FANCD2 MAPK14 BRCA2 MKL2 PLIN1 AC012676.1
SLC5A11 NAT10 RGS9 HEMGN SPIRE2 RP11-480I12.4 ATP2B2 ETV7 CCDC169 UMOD ST8SIA2 ZNF500
PALB2 HIPK3 AXIN2 NANS DEF8 ZBED6 CAND2 TBC1D22B CCDC169 ABCC1 MAN2A2 VASN
ATXN2L LGR4 CACNG5 ZNF189 FANCA ATP2B4 FANCD2 GLO1 N4BP2L1 SYT17 ANPEP PMM2
RABEP2 QSER1 CSH2 AAED1 FANCA PIK3C2B LSM3 KCNK16 AKAP11 MKL2 RP11-82I10.1 TMEM186
LAT DNAJC24 CACNG5 CTSL2 FANCA CNTN2 NUP210 STK38 SUGT1P3 PARN VPS33B SLX4
SLC5A11 EHF BRIP1 GABBR2 PRDM7 OPTC NUP210 TEAD3 SOHLH2 MYH11 FANCI FAM100A
SNX29P2 LMO2 PTRH2 CTSL2 MC1R CNTN2 FANCD2 FANCE N4BP2L2 ARL6IP1 CIB1 C16orf72
CD19 KCNA4 YPEL2 CDC14B RP11-356C4.2 UBE2T SLC6A6 KCTD20 KBTBD7 FOPNL NGRN PAM16
APOBR SLC17A6 SKA2 ALG2 AC133919.6 NUAK2 TAMM41 C6orf89 NAA16 FOPNL GDPGP1 SEC14L5
EIF3CL KIF18A RP11-15E18.4 ZNF189 AC133919.6 GOLT1A FANCD2OS TEAD3 MRPS31 RP11-719K4.2 CHD2 ROGDI
NUPR1 BBOX1 ERN1 LPPR1 C16orf3 SLC45A3 IQSEC1 DNAH8 NBEA ERCC4 IDH2 SRL
PALB2 LIN7C NACA2 C9orf174 FANCA LRRN2 SLC6A1 GLO1 PDS5B BFAR RHCG ATF7IP2
GTF3C1 EHF BRIP1 SLC35D2 DEF8 BTG2 TMEM43 C6orf222 ELF1 RP11-1035H13.3 MESP1 UBN1
SULT1A1 FBXO3 CTD-2535L24.2 ERCC6L2 SPIRE2 NFASC HACL1 LHFPL5 DGKH PDILT ZNF710 C16orf72
GSG1L MPPED2 GDPD1 MRPL50 SPIRE2 TMCC2 SLC6A1 C6orf222 DCLK1 SHISA9 ANPEP RBFOX1
CD19 AC103801.2 HEATR6 HSD17B3 DBNDD1 PPFIA4 CAND2 FANCE PDS5B RP11-1035H13.3 FES TEKT5
ERN2 METTL15 POLG2 ANP32B DBNDD1 SNRPE HDAC11 KCNK17 STARD13 NOMO2 MESP1 GLIS2
ERN2 FSHB TEX2 NCBP1 AC133919.6 KDM5B TPRXL GLO1 FAM48A KIAA0430 CHD2 TMEM186
NUPR1 CCDC73 AXIN2 ZNF782 MC1R CDK18 FANCD2 SRPK1 POSTN AC092291.2 AC112693.2 TFAP4
TNRC6A KIF18A CEP95 ZNF782 DBNDD1 ZBED6 WNT7A TBC1D22B DCLK1 C16orf88 SLCO3A1 SEC14L5
PALB2 CCDC73 APOH TBC1D2 PRDM7 PPP1R15B IQSEC1 CLPS SERTM1 RRN3 SV2B GLIS2
KDM8 ANO3 DHX40 DKFZP434H0512 PRDM7 ETNK2 HACL1 MTCH1 FREM2 MYH11 ST8SIA2 USP7
CACNG3 PAX6 SMURF2 MRPL50 C16orf3 PLEKHA6 C3orf20 CLPS MRPS31 PARN PLIN1 CORO7
GSG1L HIPK3 GH1 CDC14B DBNDD1 CDK18 BRK1 MAPK13 NAA16 CLEC19A RGMA UBN1
SLC5A11 METTL15 TRIM37 ERP44 GAS8 NUAK2 PPARG KCNK16 MRPS31 TMC7 FES USP7
RABEP2 DEPDC7 C17orf82 KRT8P11 C16orf3 REN FANCD2 SAYSD1 SPG20 FOPNL TICRR VASN
CTB-134H23.2 KCNA4 RP11-178C3.1 COL15A1 DBNDD1 AC119673.1 LSM3 SAYSD1 SOHLH2 CCP110 FURIN NUDT16L1
HS3ST4 GAS2 CACNG1 CTSL2 DBNDD1 PLEKHA6 ATG7 PPARD PDS5B GPR139 FURIN C16orf71
EIF3C WT1 CLTC SLC35D2 CENPBD1 MYBPH MKRN2-AS1 SRPK1 SPG20OS COQ7 ARRDC4 NMRAL1
KDM8 METTL15 MARCH10 XPA RP11-356C4.2 CYB5R1 MKRN2-AS1 SRPK1 SPG20 KIAA0430 RP11-697E2.6 SLX4
SH2B1 C11orf91 GH1 AAED1 RP11-356C4.2 RBBP5 NUP210 CLPSL1 MAB21L1 ABCC1 SV2B ATF7IP2
KDM8 SLC17A6 DDX42 FANCC DEF8 NUAK2 SYN2 SRPK1 CCNA1 TMC7 BLM PMM2
HS3ST4 DNAJC24 CACNG5 ALG2 CENPBD1 NFASC VHL TULP1 TRPC4 RRN3 SEMA4B SEC14L5
LAT FSHB CSH1 NR4A3 TCF25 ELK4 FANCD2 KCNK5 SOHLH2 ERCC4 CRTC3 ZNF500
PALB2 ELF5 MRC2 BAAT MC1R KLHL12 TATDN2 PI16 CCDC169 MYH11 C15orf38 FAM86A
LCMT1 FBXO3 SMURF2 TDRD7 TCF25 ETNK2 FANCD2OS FANCE SMAD9 SMG1 FANCI C16orf96
ERN2 PRRG4 TACO1 ERP44 GAS8 ATP2B4 HDAC11 CLPSL2 CCNA1 CTD-2349B8.1 CRTC3 PMM2
EIF3CL CAT CA4 BAAT TCF25 LEMD1 LSM3 ZFAND3 NBEA ERCC4 SV2B ROGDI
CTD-3203P2.2 SLC5A12 C17orf82 ZNF367 GAS8 AC119673.1 IRAK2 FKBP5 AL133318.1 IQCK SLCO3A1 SEPT12
KDM8 CCDC73 C17orf82 ERCC6L2 MC1R TMEM183A HACL1 PPIL1 AKAP11 ITPRIPL2 HDDC3 PMM2
SULT1A1 KCNA4 LIMD2 C9orf156 C16orf3 KLHL12 TMEM43 MDGA1 COG6 RRN3 C15orf38-AP3S2 METTL22
KIAA0556 SLC17A6 RP11-51F16.8 TBC1D2 TCF25 CDK18 EAF1 PPIL1 KBTBD7 SHISA9 TTLL13 CDIP1
KDM8 MUC15 CSHL1 CORO2A DBNDD1 OPTC CCDC174 DAAM2 N4BP2L1 RP11-1035H13.3 FES GLYR1
SULT1A2 CSTF3 TRIM37 DKFZP434H0512 FANCA UBE2T ATP2B2 TULP1 SLC25A15 ARL6IP1 MESP1 PMM2
ZKSCAN2 MPPED2 PSMC5 INVS FANCA ADIPOR1 HDAC11 CPNE5 LHFP NPIPP1 VPS33B ATF7IP2
SULT1A1 RP11-17A1.2 POLG2 FANCC PRDM7 SOX13 SLC6A6 C6orf89 SUGT1P3 C16orf62 AC112693.2 PAM16
TUFM KCNA4 VMP1 SLC35D2 GAS8 BTG2 HRH1 PI16 RFXAP RP11-719K4.2 RCCD1 C16orf89
SULT1A1 AC103801.2 CTD-2510F5.6 TEX10 RP11-356C4.2 AC119673.1 LSM3 FANCE N4BP2L2 PARN C15orf38 RBFOX1
SBK1 MUC15 CSH2 HABP4 RP11-356C4.2 RABIF SYN2 TBC1D22B WBP4 RP11-467M13.1 UNC45A CORO7
CTD-3203P2.2 DCDC5 PRKCA FANCC MC1R ZBED6 MKRN2-AS1 CLPSL1 TRPC4 MYH11 MCTP2 TFAP4
GSG1L LUZP2 CEP112 C9orf174 AC133919.6 UBE2T XPC DAAM2 KL NTAN1 PRC1 PPL
ATXN2L CD59 SMARCD2 GALNT12 RP11-356C4.2 UBE2T FANCD2 SLC26A8 RGCC RP11-467M13.1 MCTP2 MGRN1
SH2B1 WT1 RPS6KB1 TSTD2 TCF25 REN SLC6A11 FKBP5 N4BP2L1 RP11-719K4.1 AP3S2 GLYR1
NUPR1 TCP11L1 SKA2 ANP32B RP11-356C4.2 PRELP CAND2 TULP1 EXOSC8 GP2 C15orf32 CORO7-PAM16
SPNS1 ANO3 CACNG1 TDRD7 CENPBD1 ELK4 NUP210 CCDC167 FOXO1 RRN3 ZNF710 SLX4
NPIPL1 CSTF3 CD79B DKFZP434H0512 CENPBD1 KISS1 FANCD2OS CPNE5 DGKH KIAA0430 C15orf38 C16orf96
KDM8 SLC5A12 USP32 HSD17B3 TCF25 ELK4 IQSEC1 GLP1R NBEA ARL6IP1 TICRR GLYR1
GTF3C1 LIN7C DHX40 NANS C16orf3 KLHDC8A CHCHD4 COX6A1P2 DGKH CLEC19A ARRDC4 HMOX2
PALB2 CCDC73 TANC2 ANKS6 GAS8 GOLT1A MRPS25 MDGA1 DGKH GPR139 UNC45A SLX4
RABEP2 ELF5 LRRC37A3 STX17 SPIRE2 UBE2T MRPS25 CLPSL1 SUGT1P3 GDE1 PEX11A FAM100A
IL4R GAS2 HEATR6 ERCC6L2 MC1R OPTC RPL32 FANCE SUGT1P3 RRN3 SPATA8 PAM16
IL21R TCP11L1 SMG8 AAED1 GAS8 ZBED6 NR2C2 PNPLA1 MTRF1 GDE1 SEMA4B ALG1
SLC5A11 MPPED2 INTS2 CDC14B FANCA PPFIA4 ZFYVE20 MDGA1 BRCA2 UMOD NGRN SLX4
IL21R RP11-17A1.2 GNA13 CORO2A CENPBD1 ZBED6 XPC C6orf89 KBTBD6 RPS15A TTLL13 NUDT16L1
LCMT1 ELP4 TUBD1 SEC61B FANCA CDK18 GHRL ZFAND3 KL CLEC19A SV2B NMRAL1
SULT1A1 ARL14EP CTD-2535L24.2 MRPL50 MC1R SNRPE SLC6A11 GLP1R FOXO1 CTD-2349B8.1 ZNF710 ADCY9
PLK1 LIN7C APPBP2 TGFBR1 CENPBD1 PPP1R15B SLC6A6 MTCH1 FAM216B TMC5 ZNF710 C16orf72
SPNS1 FANCF CACNG4 ZNF782 TCF25 LAX1 LSM3 KCNK16 CCNA1 MYH11 KIF7 CARHSP1
XPO6 ABTB2 GH2 TGFBR1 RP11-356C4.2 KDM5B MKRN2 STK38 STOML3 FOPNL SPATA8 ATF7IP2
ATXN2L ANO3 TACO1 HIATL2 DBNDD1 PPP1R12B FANCD2 FANCE SUGT1P3 GDE1 MAN2A2 PMM2
NFATC2IP FIBIN SCN4A STX17 CENPBD1 PRELP CHCHD4 GLO1 MTRF1 BFAR POLG USP7
SULT1A2 NAT10 SMARCD2 ERP44 CENPBD1 ZBED6 NUP210 MDGA1 FAM48A NOMO2 FAM174B SLX4
ARHGAP17 DEPDC7 TEX2 GALNT12 C16orf3 MFSD4 SLC6A11 PNPLA1 FAM216B CCP110 C15orf38-AP3S2 CORO7
TNRC6A RCN1 MED13 C9orf156 GAS8 RABIF AC034193.1 RPL10A MAB21L1 NOMO1 IDH2 CDIP1
PALB2 FSHB SMG8 ZNF367 FANCA RBBP5 FBLN2 C6orf89 NHLRC3 RRN3 ANPEP CARHSP1
ARHGAP17 ANO3 FTSJ3 TDRD7 FANCA ADORA1 NR2C2 FKBP5 NBEA GP2 RP11-82I10.1 GLIS2
GSG1L CSTF3 CA4 TEX10 AC133919.6 OPTC TIMP4 CDKN1A SOHLH2 NOMO2 C15orf38-AP3S2 C16orf96
NSMCE1 C11orf91 MED13 ALG2 FANCA KLHL12 GHRL RAB44 CCDC169 GPRC5B RGMA RP11-127I20.4
SBK1 NAT10 GH1 NANS TCF25 PRELP FBLN2 CCDC167 N4BP2L1 KIAA0430 IDH2 ANKS3
PLK1 WT1 APPBP2 ANKS6 MC1R TMEM183A NUP210 BRPF3 SLC25A15 CTD-2349B8.1 CIB1 CARHSP1
SULT1A2 METTL15 SMURF2 TGFBR1 AC133919.6 ZBED6 HDAC11 CDKN1A AKAP11 PARN SPATA8 DNASE1
LCMT1 DEPDC7 INTS2 DKFZP434H0512 MC1R ZBED6 FBLN2 SLC26A8 EXOSC8 RPS15A VPS33B TEKT5
TNRC6A PAX6 POLG2 ERCC6L2 TCF25 MFSD4 XPC BTBD9 FREM2 CTD-2349B8.1 FES RP11-127I20.4
ZKSCAN2 ANO3 C17orf64 INVS DEF8 RABIF SLC6A6 LHFPL5 CCDC169 AC092291.2 PRC1 SLX4
IL27 ELF5 TLK2 MSANTD3-TMEFF1 GAS8 OPTC HDAC11 ZFAND3 FOXO1 ERCC4 RCCD1 SRL
GTF3C1 CCDC34 USP32 TMEFF1 CENPBD1 KLHL12 SLC6A11 RAB44 STOML3 CCP110 BLM CORO7-PAM16
KIAA0556 LIN7C CACNG5 TMEFF1 SPIRE2 CNTN2 TATDN2 FGD2 VWA8 UMOD CIB1 SEC14L5
BOLA2 SLC17A6 MAP3K3 STX17 GAS8 NUAK2 TPRXL DNAH8 SPG20OS C16orf45 IQGAP1 C16orf72
HS3ST4 BDNF GNA13 TGFBR1 RP11-356C4.2 RP11-480I12.4 ZFYVE20 MTCH1 ELF1 NOMO2 IQGAP1 SEC14L5
GSG1L LIN7C GH1 TDRD7 GAS8 PLEKHA6 PPARG TBC1D22B STARD13 KIAA0430 NGRN CORO7-PAM16
DCTN5 KIF18A RNFT1 ANKS6 TCF25 MFSD4 TAMM41 MTCH1 N4BP2L2 PDILT GDPGP1 AC012676.1
KDM8 WT1 RAD51C FANCC DBNDD1 GOLT1A CHCHD4 FANCE EXOSC8 NDE1 FES VASN
RABEP2 SLC17A6 TUBD1 CTSL2 FANCA LGR6 AC034193.1 COX6A1P2 SMAD9 MYH11 RP11-82I10.1 FAM86A
ATP2A1 DNAJC24 CTD-2535L24.2 TMEFF1 MC1R MDM4 MRPS25 FKBP5 PROSER1 SYT17 SEMA4B MGRN1
KDM8 FBXO3 AC005544.1 NCBP1 TCF25 RP11-480I12.4 IRAK2 CLPSL1 CSNK1A1L RP11-719K4.1 MAN2A2 USP7
GSG1L SLC17A6 BCAS3 TMOD1 GAS8 REN SLC6A1 FKBP5 NAA16 NOMO1 RHCG CDIP1
ZKSCAN2 LMO2 PTRH2 NR4A3 FANCA CDK18 ATG7 MAPK13 KL RP11-719K4.1 ZNF774 DNASE1
RBBP6 HIPK3 CLTC DKFZP434H0512 SPIRE2 UBE2T HDAC11 DAAM2 KBTBD6 SYT17 AC112693.2 CORO7-PAM16
TNRC6A RP11-17A1.2 PPM1D GALNT12 FANCA REN TMEM40 FKBP5 SPG20 PLA2G10 FAM174B FAM86A
NFATC2IP PRRG4 CSH2 STX17 C16orf3 FMOD NR2C2 DAAM2 SUGT1P3 RP11-1035H13.3 RHCG TMEM186
IL21R KCNA4 TBX4 KRT8P11 AC133919.6 SLC45A3 FBLN2 PNPLA1 N4BP2L1 GPR139 CIB1 ALG1
SNX29P2 TCP11L1 C17orf64 MSANTD3-TMEFF1 FANCA MDM4 CAND2 PI16 BRCA2 COQ7 C15orf32 HMOX2
LAT FANCF CCDC47 ANP32B DEF8 UBE2T FANCD2 MAPK13 STOML3 IQCK FANCI SEPT12
AQP8 RP11-17A1.2 FTSJ3 HEMGN GAS8 SOX13 MRPS25 CLPSL1 KBTBD6 BFAR FANCI DNAJA3
PALB2 QSER1 C17orf82 FAM22G FANCA KLHL12 SEC13 MAPK13 MTRF1 MYH11 MESP2 EMP2
SH2B1 CCDC73 TACO1 MSANTD3 DBNDD1 CHI3L1 CAPN7 KCTD20 SLC25A15 RP11-719K4.1 FES TRAP1
XPO6 EIF3M TRIM37 FANCC DEF8 ADIPOR1 CHCHD4 FANCE KBTBD6 NPIP IQGAP1 TEKT5
SULT1A2 EHF DDX5 TGFBR1 TCF25 LEMD1 ATP2B2 C6orf222 STARD13 GPR139 TICRR NAGPA
RABEP2 ANO5 CACNG4 FANCC RP11-356C4.2 GOLT1A C3orf20 PPIL1 KL ARL6IP1 MAN2A2 SRL
CTB-134H23.2 FANCF CSH2 ERP44 GAS8 SNRPE MKRN2 FANCE POSTN GP2 MESP2 SLX4
PRKCB SVIP CEP112 ZNF782 C16orf3 KLHL12 NUP210 COX6A1P2 SOHLH2 C16orf88 CHD2 FAM86A
IL27 ELP4 CSH2 TRIM14 SPIRE2 REN BRK1 PXT1 LHFP UMOD GDPGP1 DNAJA3
RBBP6 TCP11L1 PPM1D PTCH1 RP11-356C4.2 ETNK2 CHCHD4 SRPK1 ELF1 NTAN1 FANCI C16orf89
PALB2 RP11-17A1.2 APOH TMEFF1 TCF25 RABIF SLC6A1 COX6A1P2 AKAP11 CTD-2349B8.1 WDR93 TMEM186
APOBR CCDC34 VMP1 INVS CENPBD1 UBE2T MRPS25 KCTD20 CCNA1 RP11-719K4.1 TTLL13 RBFOX1
APOBR CD59 CACNG4 TEX10 DEF8 UBE2T SLC6A11 DAAM2 EXOSC8 MKL2 NR2F2 RP11-127I20.4
EIF3CL MPPED2 CACNG1 CORO2A DBNDD1 SOX13 CCDC174 FANCE WBP4 SYT17 FAM174B FAM100A
TNRC6A METTL15 MAP3K3 TMOD1 CENPBD1 PIK3C2B IQSEC1 MAPK14 SMAD9 PARN WDR93 CORO7
HS3ST4 FANCF TRIM37 BAAT FANCA REN TAMM41 CPNE5 FOXO1 RP11-719K4.1 FES TEKT5
RABEP2 LGR4 BRIP1 ZNF782 C16orf3 PLEKHA6 FGD5 GLP1R STARD13 FOPNL CIB1 C16orf89
XPO6 KIF18A DDX42 SLC35D2 MC1R AC119673.1 FBLN2 LHFPL5 SPG20 KIAA0430 VPS33B ALG1
ZKSCAN2 EHF GDPD1 XPA PRDM7 ZC3H11A TMEM43 BRPF3 SLC25A15 ABCC6 CHD2 TEKT5
CD19 LIN7C SKA2 HIATL2 RP11-356C4.2 SNRPE IRAK2 CLPSL2 KL GPR139 SEMA4B NMRAL1
